BKIndex;Flag;FKS;AP;BGrp;BFeld;Sortierung;Status;Beschreibung;Beschreibung_W;geaendert;Beschreibung_MW;BAKLALT;BAGRALT;BAKL;BAGR;Ebene1;Ebene2;Ebene3;Flag_APOBK
10;1;324;00;A;AW;10;********************;Landwirt;Landwirtin;2006-01-13 14:36:31;Landwirt/-in;01;0110;*****;1110202;AW;**;A3;1
10;1;325;00;T;HT;10;********************;Leichtflugzeugbauer;Leichtflugzeugbauerin;2006-01-13 14:36:42;Leichtflugzeugbauer/-in;50;5066;*****;2523207;TN;**;A3;1
10;1;326;00;O;OH;10;********************;Leuchtröhrenglasbläser;Leuchtröhrenglasbläserin;2006-01-13 14:36:47;Leuchtröhrenglasbläser/-in;13;1316;*****;2133201;TN;**;A3;1
10;3;327;00;T;DT;10;Ausgelaufen;Lichtdruckretuscheur;Lichtdruckretuscheurin;2013-01-22 11:12:05;Lichtdruckretuscheur/-in;17;1723;*****;2321207;**;**;**;1
10;1;328;00;W;WV;10;********************;Luftverkehrskaufmann;Luftverkehrskauffrau;2013-01-21 12:22:07;Luftverkehrskaufmann/-frau;70;7016;*****;5164201;TN;**;A3;1
10;3;329;01;G;FR;10;Ausgelaufen;Maler u. Lackierer - Bau- u. Metallmaler;Malerin u. Lackiererin - Bau- u. Metallmaler;2013-01-22 11:12:35;Maler/-in u. Lackierer/-in - Bau- u. Metallmaler;51;5110;*****;********;**;**;**;1
10;1;329;07;G;FR;10;********************;Maler und Lackierer - Bauten- und Korrosionsschutz;Malerin und Lackiererin - Bauten- und Korrosionsschutz;2016-07-27 12:56:51;Maler/-in und Lackierer/-in - Bauten- und Korrosionsschutz;51;5110;*****;3321211;TN;**;A3;1
10;3;329;02;G;FR;10;Ausgelaufen;Maler u. Lackierer - Fahrzeuglackierer;Malerin u. Lackiererin - Fahrzeuglackierer;2013-01-22 11:12:51;Maler/-in u. Lackierer/-in - Fahrzeuglackierer;51;5110;*****;********;**;**;**;1
10;1;329;05;G;FR;10;********************;Maler und Lackierer - Gestaltung und Instandhaltung;Malerin und Lackiererin - Gestaltung und Instandhaltung;2016-07-27 12:56:43;Maler/-in und Lackierer/-in - Gestaltung und Instandhaltung;51;5110;*****;3321212;TN;**;A3;1
10;3;329;03;G;FR;10;Ausgelaufen;Maler u. Lackierer - Industrielackierer;Malerin u. Lackiererin - Industrielackierer;2013-01-22 11:13:12;Maler/-in u. Lackierer/-in - Industrielackierer;51;5110;*****;********;**;**;**;1
10;1;329;06;G;FR;10;********************;Maler und Lackierer - Kirchenmalerei und Denkmalpflege;Malerin und Lackiererin - Kirchenmalerei und Denkmalpflege;2016-07-27 12:56:46;Maler/-in und Lackierer/-in - Kirchenmalerei und Denkmalpflege;51;5119;*****;3321213;TN;**;A3;1
10;3;329;04;G;FR;10;Ausgelaufen;Maler u. Lackierer - Maler;Malerin u. Lackiererin - Maler;2013-01-22 11:13:24;Maler/-in u. Lackierer/-in - Maler;51;5110;*****;********;**;**;**;1
10;1;330;00;O;OH;10;********************;Manufakturporzellanmaler;Manufakturporzellanmalerin;2006-01-13 14:39:24;Manufakturporzellanmaler/-in;51;5142;*****;9342207;OZ;**;A4;1
10;3;531;00;O;OH;10;Ausgelaufen;Maschinen- und Anlagenführer;Maschinen- und Anlagenführerin;2013-01-22 11:36:18;Maschinen- und Anlagenführer/-in;54;5400;*****;2512201;**;**;**;1
10;3;531;01;O;OH;10;Ausgelaufen;Maschinen- und Anlagenführer - Druckweiter- und Papierverarbeitung;Maschinen- und Anlagenführerin - Druckweiter- und Papierverarbeitung;2013-01-22 11:36:25;Maschinen- und Anlagenführer/-in - Druckweiter- und Papierverarbeitung;54;5400;*****;2512201;**;**;**;1
10;1;531;50;O;OH;10;********************;Maschinen- und Anlagenführer - Druckweiter- und Papierverarbeitung;Maschinen- und Anlagenführerin - Druckweiter- und Papierverarbeitung;2012-03-19 14:14:40;Maschinen- und Anlagenführer/-in - Druckweiter- und Papierverarbeitung;54;5400;*****;2512201;TN;**;A2;1
10;1;531;51;O;OH;10;********************;Maschinen- und Anlagenführer - Lebensmitteltechnik;Maschinen- und Anlagenführerin - Lebensmitteltechnik;2012-03-19 14:14:44;Maschinen- und Anlagenführer/-in - Lebensmitteltechnik;54;5400;*****;2512201;TN;**;A2;1
10;3;531;02;O;OH;10;Ausgelaufen;Maschinen- und Anlagenführer - Lebensmitteltechnik;Maschinen- und Anlagenführerin - Lebensmitteltechnik;2013-01-22 11:36:33;Maschinen- und Anlagenführer/-in - Lebensmitteltechnik;54;5400;*****;2512201;**;**;**;1
10;1;531;52;O;OH;10;********************;Maschinen- und Anlagenführer - Metall- und Kunststofftechnik;Maschinen- und Anlagenführerin - Metall- und Kunststofftechnik;2012-03-19 14:14:46;Maschinen- und Anlagenführer/-in - Metall- und Kunststofftechnik;54;5400;*****;2512201;TN;**;A2;1
10;3;531;03;O;OH;10;Ausgelaufen;Maschinen- und Anlagenführer - Metalltechnik;Maschinen- und Anlagenführerin - Metalltechnik;2013-01-22 11:36:41;Maschinen- und Anlagenführer/-in - Metalltechnik;54;5400;*****;2512201;**;**;**;1
10;3;531;04;O;OH;10;Ausgelaufen;Maschinen- und Anlagenführer - Textiltechnik;Maschinen- und Anlagenführerin - Textiltechnik;2013-01-22 11:36:48;Maschinen- und Anlagenführer/-in - Textiltechnik;54;5400;*****;2512201;**;**;**;1
10;1;531;53;O;OH;10;********************;Maschinen- und Anlagenführer - Textiltechnik;Maschinen- und Anlagenführerin - Textiltechnik;2012-03-19 14:14:50;Maschinen- und Anlagenführer/-in - Textiltechnik;54;5400;*****;2512201;TN;**;A2;1
10;1;531;54;O;OH;10;********************;Maschinen- und Anlagenführer - Textilveredelung;Maschinen- und Anlagenführerin - Textilveredelung;2012-03-19 14:14:52;Maschinen- und Anlagenführer/-in - Textilveredelung;54;5400;*****;2512201;TN;**;A2;1
10;3;531;05;O;OH;10;Ausgelaufen;Maschinen- und Anlagenführer - Textilveredlung;Maschinen- und Anlagenführerin - Textilveredlung;2013-01-22 11:37:54;Maschinen- und Anlagenführer/-in - Textilveredlung;54;5400;*****;2512201;**;**;**;1
10;3;331;00;T;MT;10;Ausgelaufen;Maschinenbaumechaniker;Maschinenbaumechanikerin;2015-11-26 08:27:30;Maschinenbaumechaniker/-in;27;2730;*****;2510203;**;**;**;1
10;3;332;00;O;OH;10;Ausgelaufen;Maschinenzusammensetzer;Maschinenzusammensetzerin;2016-01-29 15:22:05;Maschinenzusammensetzer/-in;27;2782;*****;2420216;**;**;**;1
10;1;510;00;O;OH;10;********************;Maskenbildner;Maskenbildnerin;2006-01-13 14:40:59;Maskenbildner/-in;83;8358;*****;8234201;GT;**;A3;1
10;3;532;00;T;TB;10;Ausgelaufen;Maßschneider;Maßschneiderin;2020-04-02 21:37:35;Maßschneider/-in;35;3510;*****;2822214;TN;**;A3;1
10;3;333;00;T;CP;10;Ausgelaufen;Mathematisch-technischer Assistent;Mathematisch-technische Assistentin;2015-11-26 11:50:16;Mathematisch-technische/-r Assistent/-in;77;7743;*****;4341206;**;**;**;1
10;1;566;00;O;OH;10;********************;Mathematisch-technischer Softwareentwickler;Mathematisch-technische Softwareentwicklerin;2007-08-06 11:00:24;Mathematisch-technischer Softwareentwickler/-in;77;7750;*****;4341206;IF;**;A3;1
10;1;334;00;T;BT;10;********************;Maurer;Maurerin;2006-01-13 14:55:32;Maurer/-in;44;4410;*****;3212203;TN;**;A3;1
10;3;523;01;T;FT;10;Ausgelaufen;Mechaniker für Karosserie- und Fahrzeugbautechnik - Fahrzeugbautechnik;Mechanikerin für Karosserie- und Fahrzeugbautechnik - Fahrzeugbautechnik;2013-01-22 11:35:58;Mechaniker/-in für Karosserie- und Fahrzeugbautechnik - Fahrzeugbautechnik;28;2872;*****;********;**;**;**;1
10;3;523;02;T;FT;10;Ausgelaufen;Mechaniker für Karosserie- und Fahrzeugbautechnik - Karosseriebautechnik;Mechanikerin für Karosserie- und Fahrzeugbautechnik - Karosseriebautechnik;2013-01-22 11:36:08;Mechaniker/-in für Karosserie- und Fahrzeugbautechnik - Karosseriebautechnik;28;2872;*****;********;**;**;**;1
10;3;523;00;T;FT;10;Ausgelaufen;Mechaniker für Karosserieinstandhaltungstechnik;Mechanikerin für Karosserieinstandhaltungstechnik;2018-03-05 14:16:17;Mechaniker/-in für Karosserieinstandhaltungstechnik;28;2872;*****;2521216;**;**;**;1
10;3;524;00;T;FT;10;Ausgelaufen;Mechaniker für Land- und Baumaschinentechnik;Mechanikerin für Land- und Baumaschinentechnik;2020-03-06 15:21:11;Mechaniker/-in für Land- und Baumaschinentechnik;28;2821;*****;2522203;**;**;**;1
10;1;533;01;T;FT;10;********************;Mechaniker für Reifen- und Vulkanisationstechnik - Reifen- und Fahrwerktechnik;Mechanikerin für Reifen- und Vulkanisationstechnik - Reifen- und Fahrwerktechnik;2006-01-13 14:57:10;Mechaniker/-in für Reifen- und Vulkanisationstechnik - Reifen- und Fahrwerktechnik;14;1458;*****;2211202;TN;**;A3;1
10;1;533;02;T;FT;10;********************;Mechaniker für Reifen- und Vulkanisationstechnik - Vulkanisationstechnik;Mechanikerin für Reifen- und Vulkanisationstechnik - Vulkanisationstechnik;2006-01-13 14:57:21;Mechaniker/-in für Reifen- und Vulkanisationstechnik - Vulkanisationstechnik;14;1458;*****;2211203;TN;**;A3;1
10;3;335;00;O;OH;10;Ausgelaufen;Mechatroniker;Mechatronikerin;2020-04-02 21:37:41;Mechatroniker/-in;31;3161;*****;2611201;TN;**;A4;1
10;1;571;00;O;OH;10;********************;Mechatroniker für Kältetechnik;Mechatronikerin für Kältetechnik;2008-08-14 09:45:19;Mechatroniker/-in für Kältetechnik;26;2661;*****;3423202;TN;**;A4;1
10;3;593;00;O;OH;10;********************;Mediengestalter Flexografie;Mediengestalterin Flexografie;2020-03-06 15:23:31;Mediengestalter/-in Flexografie;17;1736;*****;2328204;GT;**;A3;1
10;1;336;00;O;OH;10;********************;Mediengestalter Bild und Ton;Mediengestalterin Bild und Ton;2006-01-13 14:57:36;Mediengestalter/-in Bild und Ton;83;8354;*****;9453202;GT;**;A3;1
10;1;337;05;O;OH;10;********************;Mediengestalter Digital und Print - Beratung und Planung;Mediengestalterin Digital und Print - Beratung und Planung;2014-04-03 08:58:51;Mediengestalter/-in Digital und Print - Beratung und Planung;17;1720;*****;6112201;GT;**;A3;1
10;1;337;06;O;OH;10;********************;Mediengestalter Digital und Print - Gestaltung und Technik;Mediengestalterin Digital und Print - Gestaltung und Technik;2007-11-06 09:30:03;Mediengestalter/-in Digital und Print - Gestaltung und Technik;17;1720;*****;2321209;GT;**;A3;1
10;1;337;07;O;OH;10;********************;Mediengestalter Digital und Print - Konzeption und Visualisierung;Mediengestalterin Digital und Print - Konzeption und Visualisierung;2007-11-06 09:31:34;Mediengestalter/-in Digital und Print - Konzeption und Visualisierung;17;1720;*****;2321210;GT;**;A3;1
10;3;337;01;O;OH;10;Ausgelaufen;Mediengestalter für Digital und Print - Medienberatung;Mediengestalterin für Digital und Print - Medienberatung;2015-11-26 13:03:37;Mediengestalter/-in für Digital und Print - Medienberatung;70;7034;*****;2321208;**;**;**;1
10;3;337;02;O;OH;10;Ausgelaufen;Mediengestalter für Digital und Print - Mediendesign;Mediengestalterin für Digital und Print - Mediendesign;2015-11-25 10:35:31;Mediengestalter/-in für Digital und Print - Mediendesign;17;1710;*****;2321208;**;**;**;1
10;3;337;03;O;OH;10;Ausgelaufen;Mediengestalter für Digital und Print - Medienoperating;Mediengestalterin für Digital und Print - Medienoperating;2015-11-25 10:35:51;Mediengestalter/-in für Digital und Print - Medienoperating;17;1720;*****;2321208;**;**;**;1
10;3;337;04;O;OH;10;Ausgelaufen;Mediengestalter für Digital und Print - Medientechnik;Mediengestalterin für Digital und Print - Medientechnik;2015-11-25 10:36:04;Mediengestalter/-in für Digital und Print - Medientechnik;17;1761;*****;2321208;**;**;**;1
10;3;337;00;O;OH;10;Ausgelaufen;Mediengestalter für Digital- und Printmedien;Mediengestalterin für Digital- und Printmedien;2015-11-25 10:35:12;Mediengestalter/-in für Digital- und Printmedien;17;1710;*****;2321208;**;**;**;1
10;1;560;00;O;OH;10;********************;Medienkaufmann Digital und Print;Medienkauffrau Digital und Print;2006-07-12 09:38:05;Medienkaufmann/-frau Digital und Print;70;7034;*****;9230204;WV;**;A3;1
10;1;592;00;O;OH;10;********************;Medientechnologe Druck;Medientechnologin Druck;2012-03-19 14:15:51;Medientechnologe/-technologin Druck;17;1740;*****;2341207;GT;**;A3;1
10;1;591;00;O;OH;10;********************;Medientechnologe Druckverarbeitung;Medientechnologin Druckverarbeitung;2018-01-26 14:44:35;Medientechnologe/-technologin Druckverarbeitung;17;1780;*****;2342214;GT;**;A3;1
10;1;596;00;O;OH;10;********************;Medientechnologe Siebdruck;Medientechnologin Siebdruck;2012-03-19 14:16:02;Medientechnologe/-technologin Siebdruck;17;1751;*****;2341208;GT;**;A3;1
10;1;544;00;O;OH;10;********************;Medizinischer Fachangestellter;Medizinische Fachangestellte;2013-01-21 12:28:23;Medizinische/-r Fachangestellte/-r;85;8561;*****;8110202;WV;**;A3;1
10;3;338;00;O;OH;10;Ausgelaufen;Metall- und Glockengießer;Metall- und Glockengießerin;2013-01-22 11:14:34;Metall- und Glockengießer/-in;20;2016;*****;2414203;**;**;**;1
10;1;338;03;O;OH;10;********************;Metall- und Glockengießer - Kunst- und Glockengusstechnik;Metall- und Glockengießerin - Kunst- und Glockengusstechnik;2006-01-13 15:01:04;Metall- und Glockengießer/-in - Kunst- und Glockengusstechnik;20;2016;*****;2414204;OZ;**;A3;1
10;1;338;02;O;OH;10;********************;Metall- und Glockengießer - Metallgusstechnik;Metall- und Glockengießerin - Metallgusstechnik;2006-01-13 15:01:07;Metall- und Glockengießer/-in - Metallgusstechnik;20;2016;*****;2414205;OZ;**;A3;1
10;1;338;01;O;OH;10;********************;Metall- und Glockengießer - Zinngusstechnik;Metall- und Glockengießerin - Zinngusstechnik;2006-01-13 15:01:12;Metall- und Glockengießer/-in - Zinngusstechnik;20;2016;*****;2414206;OZ;**;A3;1
10;3;339;01;T;MT;10;Ausgelaufen;Metallbauer - Anlagen- u. Fördertechnik;Metallbauerin - Anlagen- u. Fördertechnik;2013-01-22 11:14:42;Metallbauer/-in - Anlagen- u. Fördertechnik;25;2542;*****;********;**;**;**;1
10;3;339;03;T;MT;10;Ausgelaufen;Metallbauer - Konstruktionstechnik;Metallbauerin - Konstruktionstechnik;2020-04-02 21:37:58;Metallbauer/-in - Konstruktionstechnik;25;2543;*****;2441209;TN;**;A4;1
10;3;339;04;T;MT;10;Ausgelaufen;Metallbauer - Landtechnik;Metallbauerin - Landtechnik;2013-01-22 11:14:49;Metallbauer/-in - Landtechnik;28;2822;*****;********;**;**;**;1
10;1;339;05;T;MT;10;********************;Metallbauer - Metallgestaltung;Metallbauerin - Metallgestaltung;2006-10-10 14:28:21;Metallbauer/-in - Metallgestaltung;25;2560;*****;2441210;TN;**;A4;1
10;1;339;06;T;MT;10;********************;Metallbauer - Nutzfahrzeugbau;Metallbauerin - Nutzfahrzeugbau;2006-10-10 14:28:38;Metallbauer/-in - Nutzfahrzeugbau;28;2873;*****;2522204;TN;**;A4;1
10;3;339;02;T;MT;10;Ausgelaufen;Metallbauer - Nutzfahrzeugbau;Metallbauerin - Nutzfahrzeugbau;2013-01-22 11:14:56;Metallbauer/-in - Nutzfahrzeugbau;28;2873;*****;2522204;**;**;**;1
10;3;497;00;T;MT;10;Ausgelaufen;Metallbearbeiter und Fertigungsmechaniker;Metallbearbeiterin und Fertigungsmechanikerin;2013-01-22 11:35:10;Metallbearbeiter/-in und Fertigungsmechaniker/-in;32;3239;*****;********;**;**;**;1
10;3;340;00;T;MT;10;Ausgelaufen;Metallbildner;Metallbildnerin;2013-01-22 11:15:10;Metallbildner/-in;30;3000;*****;9351203;**;**;**;1
10;3;340;01;O;OH;10;Ausgelaufen;Metallbildner - Goldschlagtechnik;Metallbildnerin - Goldschlagtechnik;2020-03-06 15:23:53;Metallbildner/-in - Goldschlagtechnik;30;3000;*****;9352213;GT;**;A3;1
10;3;340;02;O;OH;10;Ausgelaufen;Metallbildner - Gürtler- und Metalldrücktechnik;Metallbildnerin - Gürtler- und Metalldrücktechnik;2020-02-04 11:11:39;Metallbildner/-in - Gürtler und Metalldrücktechnik;30;3000;*****;9351204;GT;**;A3;1
10;1;340;03;O;OH;10;********************;Metallbildner - Ziseliertechnik;Metallbildnerin - Ziseliertechnik;2006-07-25 14:03:11;Metallbildner/-in - Ziseliertechnik;30;3000;*****;9353202;GT;**;A3;1
10;1;341;00;O;OH;10;********************;Metallblasinstrumentenmacher;Metallblasinstrumentenmacherin;2015-11-26 14:39:51;Metallblasinstrumentenmacher/-in;30;3053;*****;9363202;OZ;**;A3;1
10;3;342;00;T;MT;10;Ausgelaufen;Metallformer u. -gießer;Metallformerin u. -gießerin;2015-11-26 07:51:53;Metallformer/-in u. -gießer/-in;20;2016;*****;2414203;**;**;**;1
10;3;343;00;T;MT;10;Ausgelaufen;Metallschleifer;Metallschleiferin;2016-01-29 15:22:48;Metallschleifer/-in;22;2250;*****;2420216;**;**;**;1
10;1;344;00;O;OH;10;Ausgelaufen;Mikrotechnologe;Mikrotechnologin;2020-04-02 11:19:24;Mikrotechnologe/-technologin;31;3162;*****;2632201;TN;**;A3;1
10;1;589;00;T;CP;10;********************;Milchtechnologe;Milchtechnologin;2011-05-05 11:06:12;Milchtechnologe/-technologin;43;4310;*****;2925201;OZ;**;A3;1
10;1;345;00;T;CP;10;********************;Milchwirtschaftlicher Laborant;Milchwirtschaftliche Laborantin;2006-01-13 15:04:51;Milchwirtschaftliche/-r Laborant/-in;63;6315;*****;4121203;OZ;**;A3;1
10;3;346;00;T;HT;10;Ausgelaufen;Modellbauer;Modellbauerin;2015-11-26 10:25:30;Modellbauer/-in;50;5021;*****;2723210;**;**;**;1
10;3;346;01;T;HT;10;Ausgelaufen;Modellbauer - Anschauungsmodellbau;Modellbauerin - Anschauungsmodellbau;2015-11-26 10:25:44;Modellbauer/-in - Anschauungsmodellbau;50;5028;*****;2723211;**;**;**;1
10;3;346;02;T;HT;10;Ausgelaufen;Modellbauer - Produktionsmodellbau;Modellbauerin - Produktionsmodellbau;2015-11-26 10:25:58;Modellbauer/-in - Produktionsmodellbau;50;5025;*****;2723213;**;**;**;1
10;3;347;00;O;OH;10;Ausgelaufen;Modellbaumechaniker;Modellbaumechanikerin;2015-11-26 10:26:16;Modellbaumechaniker/-in;50;5021;*****;2723210;**;**;**;1
10;3;347;01;O;OH;10;Ausgelaufen;Modellbaumechaniker - Gießereimodellbau;Modellbaumechanikerin - Gießereimodellbau;2015-11-26 10:26:38;Modellbaumechaniker/-in - Gießereimodellbau;50;5025;*****;2723212;**;**;**;1
10;3;347;02;O;OH;10;Ausgelaufen;Modellbaumechaniker - Karosseriemodellbau;Modellbaumechanikerin - Karosseriemodellbau;2015-11-26 10:26:59;Modellbaumechaniker/-in - Karosseriemodellbau;50;5028;*****;2723213;**;**;**;1
10;3;348;00;T;MT;10;Ausgelaufen;Modellschlosser;Modellschlosserin;2015-11-26 10:27:15;Modellschlosser/-in;50;5023;*****;2723210;**;**;**;1
10;3;349;00;T;HT;10;Ausgelaufen;Modelltischler;Modelltischlerin;2015-11-26 10:27:31;Modelltischler/-in;50;5022;*****;2723210;**;**;**;1
10;3;350;00;T;TB;10;Ausgelaufen;Modenäher;Modenäherin;2018-02-01 15:25:29;Modenäher/-in;35;3522;*****;2822215;TN;**;A2;1
10;3;351;00;T;TB;10;Ausgelaufen;Modeschneider;Modeschneiderin;2020-02-04 11:12:44;Modeschneider/-in;35;3511;*****;2822216;TN;**;A3;1
10;1;352;00;T;TB;10;********************;Modist;Modistin;2006-01-13 15:06:45;Modist/-in;35;3543;*****;2822218;TN;**;A3;1
10;3;353;00;O;OH;10;Ausgelaufen;Molkereifachmann;Molkereifachfrau;2015-11-26 11:20:28;Molkereifachmann/-frau;43;4310;*****;2925201;**;**;**;1
10;3;354;00;O;OH;10;Ausgelaufen;Müller;Müllerin;2015-11-26 11:18:22;Müller/-in;43;4351;*****;2921202;**;**;**;1
10;3;355;00;W;WV;10;Ausgelaufen;Musikalienhändler;Musikalienhändlerin;2015-11-26 14:00:49;Musikalienhändler/-in;67;6745;*****;6253202;**;**;**;1
10;1;583;00;W;WV;10;********************;Musikfachhändler;Musikfachhändlerin;2009-09-07 10:14:41;Musikfachhändler/-in;67;6745;*****;6253202;OZ;**;A3;1
10;3;356;00;T;TB;10;Ausgelaufen;Mützenmacher, Mützennäher;Mützenmacherin, Mützennäherin;2013-01-22 11:16:44;Mützenmacher/-in, Mützennäher/-in;35;3541;*****;********;**;**;**;1
10;3;357;00;O;OH;10;Ausgelaufen;Naturwerksteinmechaniker;Naturwerksteinmechanikerin;2013-01-22 11:16:52;Naturwerksteinmechaniker/-in;10;1010;*****;2121209;**;**;**;1
10;1;357;01;O;OH;10;********************;Naturwerksteinmechaniker - Maschinenbearbeitungstechnik;Naturwerksteinmechanikerin - Maschinenbearbeitungstechnik;2006-01-16 09:40:32;Naturwerksteinmechaniker/-in - Maschinenbearbeitungstechnik;10;1010;*****;2121210;TN;**;A3;1
10;1;357;02;O;OH;10;********************;Naturwerksteinmechaniker - Schleiftechnik;Naturwerksteinmechanikerin - Schleiftechnik;2006-01-16 09:40:44;Naturwerksteinmechaniker/-in - Schleiftechnik;10;1010;*****;2121211;TN;**;A3;1
10;1;357;03;O;OH;10;********************;Naturwerksteinmechaniker - Steinmetztechnik;Naturwerksteinmechanikerin - Steinmetztechnik;2006-01-16 09:40:50;Naturwerksteinmechaniker/-in - Steinmetztechnik;10;1012;*****;2123201;TN;**;A3;1
10;1;358;00;O;OH;10;********************;Notarfachangestellter;Notarfachangestellte;2006-01-16 09:41:16;Notarfachangestellte/-r;78;7863;*****;7311201;WV;**;A3;1
10;3;541;00;T;CP;10;Ausgelaufen;Oberflächenbeschichter;Oberflächenbeschichterin;2020-04-02 21:38:18;Oberflächenbeschichter/-in;23;2340;*****;2430203;TN;**;A3;1
10;1;557;00;O;OH;10;********************;Ofen- und Luftheizungsbauer;Ofen- und Luftheizungsbauerin;2006-07-12 09:41:59;Ofen- und Luftheizungsbauer/-in;48;4840;*****;3422203;TN;**;A3;1
10;3;359;00;O;OH;10;Ausgelaufen;Orgel- u. Harmoniumbauer;Orgel- u. Harmoniumbauerin;2013-01-22 11:16:58;Orgel- u. Harmoniumbauer/-in;30;3052;*****;9365201;**;**;**;1
10;1;359;01;O;OH;10;********************;Orgelbauer - Orgelbau;Orgelbauerin - Orgelbau;2020-03-09 14:30:03;Orgelbauer/-in - Orgelbau;30;3052;*****;9365202;OZ;**;A4;1
10;1;359;02;O;OH;10;********************;Orgelbauer - Pfeifenbau;Orgelbauerin - Pfeifenbau;2020-03-09 14:28:15;Orgelbauer/-in - Pfeifenbau;30;3052;*****;9365203;OZ;**;A4;1
10;3;360;00;T;CP;10;Ausgelaufen;Orthopädiemechaniker;Orthopädiemechanikerin;2013-01-22 11:17:05;Orthopädiemechaniker/-in;30;3071;*****;********;**;**;**;1
10;3;361;00;O;OH;10;Ausgelaufen;Orthopädiemechaniker/Bandagist;Orthopädiemechanikerin/Bandagistin;2018-03-06 13:36:35;Orthopädiemechaniker/-in/Bandagist/-in;30;3071;*****;8251203;**;**;**;1
10;1;362;00;O;OH;10;********************;Orthopädieschuhmacher;Orthopädieschuhmacherin;2006-01-16 09:43:19;Orthopädieschuhmacher/-in;37;3722;*****;2833202;GS;**;A4;1
10;3;363;00;T;CP;10;Ausgelaufen;Orthopädietechniker;Orthopädietechnikerin;2013-01-22 11:17:11;Orthopädietechniker/-in;30;3071;*****;********;**;**;**;1
